,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,852",5.4%
2,京都,358,"7,933",4.5%
3,"大阪
※３","1,782","30,951",5.8%
4,兵庫,699,"11,067",6.3%
5,奈良,92,"2,545",3.6%
6,和歌山,63,"3,684",1.7%
7,鳥取,3,"1,336",0.2%
8,島根,24,"1,121",2.1%
9,岡山,25,"1,698",1.5%
10,"広島
※３",167,"6,907",2.4%
11,山口,37,"1,696",2.2%
12,"徳島
※３",5,739,0.7%
13,香川,28,"2,178",1.3%
14,愛媛,82,"2,074",4.0%
15,高知,74,"1,785",4.1%
16,福岡,729,"12,444",5.9%
17,"佐賀
※３",47,"1,410",3.3%
18,長崎,17,"2,754",0.6%
19,熊本,48,"3,911",1.2%
20,大分,60,"3,980",1.5%
21,宮崎,17,"1,368",1.2%
22,鹿児島,10,"1,859",0.5%
23,沖縄,142,"2,852",5.0%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,650","244,824",6.8%
