,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,671","37,786",4.4%
2,"青森
※３",33,"1,870",1.8%
3,"岩手
※３※６",11,"2,467",0.4%
4,"宮城
※３",189,"7,325",2.6%
5,秋田,45,"1,652",2.7%
6,山形,77,"3,032",2.5%
7,"福島
※３",122,"12,773",1.0%
8,茨城,490,"9,791",5.0%
9,"栃木
※３",286,"19,611",1.5%
10,"群馬
※３※６",361,"11,729",3.1%
11,埼玉,"3,465","96,826",3.6%
12,千葉,"2,695","48,681",5.5%
13,"東京
※１","18,865","281,346",6.7%
14,神奈川,"4,269","100,213",4.3%
15,"新潟
※６",137,"11,641",1.2%
16,"富山
※６",336,"6,984",4.8%
17,"石川
※３",532,"6,078",8.8%
18,"福井
※３",156,"6,176",2.5%
19,"山梨
※３",162,"9,028",1.8%
20,"長野
※３※６",163,"11,885",1.4%
21,"岐阜
※６",533,"16,372",3.3%
22,"静岡
※３、５",433,"21,516",2.0%
23,愛知,"3,978","43,307",9.2%
24,"三重
※３",318,"8,367",3.8%
