,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",462,"9,755",4.7%
2,京都,"1,512","32,853",4.6%
3,"大阪
※３※６","8,976","144,989",6.2%
4,"兵庫
※３,４,6","2,335","46,553",5.0%
5,"奈良
※６",534,"15,262",3.5%
6,和歌山,232,"8,751",2.7%
7,"鳥取
※３",22,"4,580",0.5%
8,"島根
※６",137,"4,973",2.8%
9,岡山,146,"7,049",2.1%
10,"広島
※３",459,"18,176",2.5%
11,山口,181,"7,236",2.5%
12,"徳島
※３",145,"6,291",2.3%
13,"香川
※６",84,"8,677",1.0%
14,愛媛,114,"3,855",3.0%
15,高知,131,"3,201",4.1%
16,福岡,"4,782","42,849",11.2%
17,"佐賀
※３",240,"5,265",4.6%
18,長崎,234,"15,430",1.5%
19,熊本,540,"12,165",4.4%
20,大分,157,"13,460",1.2%
21,宮崎,338,"8,161",4.1%
22,鹿児島,370,"16,322",2.3%
23,"沖縄
※３","2,220","25,134",8.8%
24,"長崎船
※２
その他",149,0,-
25,合計,"70,592","1,414,717",5.0%
