,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,528","32,693",4.7%
2,"青森
※３",32,"1,549",2.1%
3,"岩手
※３※６",7,"1,907",0.4%
4,"宮城
※３",181,"6,636",2.7%
5,秋田,34,"1,201",2.8%
6,山形,76,"2,966",2.6%
7,"福島
※３",96,"10,850",0.9%
8,茨城,380,"8,181",4.6%
9,"栃木
※３",243,"15,967",1.5%
10,"群馬
※３※６",221,"9,195",2.4%
11,埼玉,"2,822","78,427",3.6%
12,千葉,"2,114","32,150",6.6%
13,"東京
※１","15,536","221,676",7.0%
14,神奈川,"3,187","42,717",7.5%
15,"新潟
※３",128,"7,408",1.7%
16,"富山
※６",275,"5,841",4.7%
17,"石川
※３",342,"3,444",9.9%
18,"福井
※３",153,"5,520",2.8%
19,"山梨
※３",124,"7,778",1.6%
20,"⾧野
※６",127,"9,345",1.4%
21,"岐阜
※６",450,"13,248",3.4%
22,"静岡
※３、５",345,"16,211",2.1%
23,愛知,"2,675","29,908",8.9%
24,"三重
※３",212,"5,857",3.6%
