,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",601,"14,787",4.1%
2,京都,"2,101","54,297",3.9%
3,"大阪
※3※5","13,816","252,221",5.5%
4,"※3※4※5
兵庫","3,486","72,674",4.8%
5,"奈良
※5",737,"25,726",2.9%
6,和歌山,288,"10,645",2.7%
7,"鳥取
※3",43,"5,889",0.7%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",338,"11,198",3.0%
10,"広島
※3",671,"28,463",2.4%
11,"山口
※4",225,"11,960",1.9%
12,"徳島
※3",167,"7,583",2.2%
13,"香川
※5",105,"14,148",0.7%
14,愛媛,117,"4,434",2.6%
15,高知,144,"3,680",3.9%
16,"※3※4※5
福岡","5,280","171,745",3.1%
17,"佐賀
※3",268,"7,618",3.5%
18,⾧崎,246,"23,574",1.0%
19,熊本,854,"20,847",4.1%
20,大分,161,"21,923",0.7%
21,宮崎,372,"8,807",4.2%
22,鹿児島,523,"23,324",2.2%
23,"沖縄
※3","3,518","61,098",5.8%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"106,806","2,575,560",4.1%
