,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"4,021","92,885",4.3%
2,"青森
※3",274,"5,924",4.6%
3,"※3※4※5
岩手",30,"5,719",0.5%
4,"宮城
※3※5",865,"15,288",5.7%
5,秋田,67,"2,659",2.5%
6,山形,88,"6,810",1.3%
7,"福島
※3",418,"32,623",1.3%
8,茨城,825,"14,334",5.8%
9,"栃木
※3※5",499,"45,819",1.1%
10,"群馬
※3※5",927,"30,692",3.0%
11,"埼玉
※4","6,296","196,518",3.2%
12,千葉,"5,386","136,592",3.9%
13,"東京
※1","32,767","635,524",5.2%
14,神奈川,"9,375","213,692",4.4%
15,"新潟
※3※5",198,"18,433",1.1%
16,"富山
※3※5",424,"15,138",2.8%
17,"石川
※3",823,"18,574",4.4%
18,"福井
※3",262,"11,268",2.3%
19,"山梨
※3",241,"12,077",2.0%
20,"⾧野
※3※5",384,"24,461",1.6%
21,"岐阜
※5",742,"27,985",2.7%
22,"静岡
※3※4",756,"45,801",1.7%
23,"※3※4※5
愛知","6,812","106,996",6.4%
24,"三重
※3",597,"16,342",3.7%
