,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",735,"25,071",2.9%
2,京都,"2,409","60,062",4.0%
3,"大阪
※3※5","17,649","294,716",6.0%
4,"※3※4※5
兵庫","4,638","84,801",5.5%
5,"奈良
※5",989,"29,663",3.3%
6,和歌山,384,"12,288",3.1%
7,"※3※4※6
鳥取",53,"15,395",0.3%
8,"島根
※5",142,"6,498",2.2%
9,"岡山
※4",498,"17,220",2.9%
10,"広島
※3",741,"31,670",2.3%
11,"山口
※4",352,"13,795",2.6%
12,"徳島
※3",179,"7,742",2.3%
13,"香川
※5",131,"15,828",0.8%
14,愛媛,208,"5,350",3.9%
15,高知,146,"3,718",3.9%
16,"※3※4※5
福岡","5,543","189,891",2.9%
17,"佐賀
※3",293,"8,850",3.3%
18,長崎,254,"25,747",1.0%
19,熊本,967,"22,960",4.2%
20,大分,219,"25,001",0.9%
21,宮崎,428,"8,918",4.8%
22,鹿児島,592,"25,683",2.3%
23,"沖縄
※3","3,999","67,432",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"130,917","2,956,890",4.4%
