,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,282","22,533",5.7%
2,"青森
※３",27,"1,038",2.6%
3,"岩手
※３※６",0,"1,084",0.0%
4,"宮城
※３",99,"4,286",2.3%
5,秋田,16,"1,012",1.6%
6,山形,71,"2,618",2.7%
7,"福島
※３",82,"7,598",1.1%
8,茨城,189,"5,685",3.3%
9,"栃木
※３",90,"8,652",1.0%
10,"群馬
※３",155,"5,602",2.8%
11,埼玉,"1,352","42,105",3.2%
12,千葉,"1,062","19,698",5.4%
13,"東京
※１※３","7,272","107,242",6.8%
14,神奈川,"1,653","13,894",11.9%
15,"新潟
※３",86,"5,212",1.7%
16,富山,230,"4,182",5.5%
17,"石川
※３",300,"2,950",10.2%
18,"福井
※３",122,"3,615",3.4%
19,"山梨
※３",75,"6,095",1.2%
20,"長野
※３",77,"3,434",2.2%
21,"岐阜
※６",162,"5,647",2.9%
22,"静岡
※３、５",91,"8,458",1.1%
23,愛知,528,"13,813",3.8%
24,"三重
※３",46,"3,009",1.5%
