,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",467,"10,321",4.5%
2,京都,"1,600","35,400",4.5%
3,"大阪
※３※６","9,324","153,772",6.1%
4,"兵庫
※３,４,6","2,400","48,403",5.0%
5,"奈良
※６",542,"18,123",3.0%
6,和歌山,235,"8,858",2.7%
7,"鳥取
※３",22,"4,606",0.5%
8,"島根
※６",137,"5,145",2.7%
9,岡山,146,"7,511",1.9%
10,"広島
※３",464,"18,590",2.5%
11,山口,193,"7,640",2.5%
12,"徳島
※３",146,"6,513",2.2%
13,"香川
※６",86,"9,006",1.0%
14,愛媛,114,"3,909",2.9%
15,高知,134,"3,255",4.1%
16,福岡,"4,869","43,555",11.2%
17,"佐賀
※３",243,"5,421",4.5%
18,長崎,234,"16,081",1.5%
19,熊本,557,"12,621",4.4%
20,大分,158,"14,122",1.1%
21,宮崎,339,"8,267",4.1%
22,鹿児島,372,"17,011",2.2%
23,"沖縄
※３","2,259","31,139",7.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"73,058","1,502,919",4.9%
