,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",475,"10,875",4.4%
2,京都,"1,650","37,666",4.4%
3,"大阪
※３※６","9,860","165,431",6.0%
4,"兵庫
※３,４,6","2,521","51,144",4.9%
5,"奈良
※６",551,"18,962",2.9%
6,和歌山,236,"8,962",2.6%
7,"鳥取
※３",35,"4,862",0.7%
8,"島根
※６",137,"5,270",2.6%
9,岡山,147,"7,861",1.9%
10,"広島
※３",474,"19,437",2.4%
11,山口,195,"8,645",2.3%
12,"徳島
※３",147,"6,707",2.2%
13,"香川
※６",92,"9,956",0.9%
14,愛媛,114,"3,966",2.9%
15,高知,137,"3,352",4.1%
16,福岡,"4,970","45,452",10.9%
17,"佐賀
※３",244,"5,614",4.3%
18,長崎,236,"16,972",1.4%
19,熊本,570,"15,908",3.6%
20,大分,158,"15,145",1.0%
21,宮崎,344,"8,441",4.1%
22,鹿児島,376,"17,489",2.1%
23,"沖縄
※３","2,310","34,484",6.7%
24,"長崎船
※２
その他",149,0,-
25,合計,"76,610","1,617,651",4.7%
