,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",490,"11,544",4.2%
2,京都,"1,710","40,610",4.2%
3,"大阪
※３※６","10,399","178,425",5.8%
4,"兵庫
※３,４,6","2,636","54,556",4.8%
5,"奈良
※６",562,"19,870",2.8%
6,和歌山,238,"9,220",2.6%
7,"鳥取
※３",36,"5,414",0.7%
8,"島根
※６",140,"5,541",2.5%
9,岡山,152,"8,110",1.9%
10,"広島
※３",506,"20,198",2.5%
11,山口,196,"9,386",2.1%
12,"徳島
※３",147,"6,849",2.1%
13,"香川
※６",93,"10,449",0.9%
14,愛媛,114,"4,037",2.8%
15,高知,137,"3,436",4.0%
16,福岡,"5,017","47,045",10.7%
17,"佐賀
※３",245,"5,814",4.2%
18,長崎,236,"17,938",1.3%
19,熊本,572,"16,276",3.5%
20,大分,158,"16,413",1.0%
21,宮崎,344,"8,534",4.0%
22,鹿児島,400,"18,249",2.2%
23,"沖縄
※３","2,407","37,958",6.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"80,747","1,742,097",4.6%
