,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",291,"5,717",5.1%
2,京都,923,"20,966",4.4%
3,"大阪
※３※６","5,769","90,998",6.3%
4,"兵庫
※３,４,6","1,588","31,663",5.0%
5,"奈良
※６",330,"15,767",2.1%
6,和歌山,179,"6,927",2.6%
7,"鳥取
※３",21,"4,041",0.5%
8,"島根
※６",31,"3,071",1.0%
9,岡山,111,"3,518",3.2%
10,"広島
※３",406,"14,241",2.9%
11,山口,76,"4,430",1.7%
12,"徳島
※３",58,"2,848",2.0%
13,"香川
※６",59,"5,464",1.1%
14,愛媛,102,"3,243",3.1%
15,高知,83,"2,391",3.5%
16,福岡,"2,903","30,475",9.5%
17,"佐賀
※３",154,"3,398",4.5%
18,長崎,166,"9,339",1.8%
19,熊本,354,"7,832",4.5%
20,大分,87,"7,915",1.1%
21,宮崎,228,"5,940",3.8%
22,鹿児島,277,"12,235",2.3%
23,"沖縄
※３","1,127","14,462",7.8%
24,"長崎船
※２
その他",149,0,-
25,合計,"47,306","880,670",5.4%
