,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",428,"8,427",5.1%
2,京都,"1,374","29,424",4.7%
3,"大阪
※３※６","8,233","128,100",6.4%
4,"兵庫
※３,４,6","2,187","42,080",5.2%
5,"奈良
※６",506,"12,972",3.9%
6,和歌山,228,"8,459",2.7%
7,"鳥取
※３",22,"4,516",0.5%
8,"島根
※６",137,"4,764",2.9%
9,岡山,143,"5,880",2.4%
10,"広島
※３",453,"17,316",2.6%
11,山口,141,"6,195",2.3%
12,"徳島
※３",124,"5,214",2.4%
13,"香川
※６",74,"7,665",1.0%
14,愛媛,114,"3,740",3.0%
15,高知,118,"2,836",4.2%
16,福岡,"4,282","39,106",10.9%
17,"佐賀
※３",229,"4,711",4.9%
18,長崎,219,"13,500",1.6%
19,熊本,491,"10,721",4.6%
20,大分,144,"11,614",1.2%
21,宮崎,330,"7,874",4.2%
22,鹿児島,351,"14,880",2.4%
23,"沖縄
※３","2,013","23,690",8.5%
24,"長崎船
※２
その他",149,0,-
25,合計,"64,801","1,259,467",5.1%
