,0,1,2,3
0,都道府県名,陽性者数 検査人数※6,,％
1,北海道,928,"8,013",11.6%
2,"青森
※1",27,728,3.7%
3,"岩手
※1",0,397,0.0%
4,宮城,88,"2,183",4.0%
5,"秋田
※1",16,861,1.9%
6,"山形
※1",69,"2,401",2.9%
7,"福島
※1",81,"2,237",3.6%
8,茨城,168,"3,826",4.4%
9,"栃木
※1",54,"2,287",2.4%
10,"群馬
※1",147,"2,930",5.0%
11,埼玉,946,"11,394",8.3%
12,"千葉
※2",876,"11,882",7.4%
13,"東京
※3","4,810","12,990",37.0%
14,"神奈川
※4","1,150 
(187)","1,947",9.6%
15,"新潟
※1",82,"3,345",2.5%
16,富山,216,"2,664",8.1%
17,"石川
※1",275,"2,175",12.6%
18,"福井
※1",122,"1,991",6.1%
19,山梨,56,"2,806",2.0%
20,"長野
※1",74,"2,054",3.6%
21,岐阜,150,"3,404",4.4%
22,静岡,73,"3,036",2.4%
23,愛知,491,"7,958",6.2%
24,"三重
※1",45,"2,093",2.2%
