,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",441,"8,692",5.1%
2,京都,"1,401","29,864",4.7%
3,"大阪
※３※６","8,429","132,000",6.4%
4,"兵庫
※３,４,6","2,235","43,308",5.2%
5,"奈良
※６",510,"12,972",3.9%
6,和歌山,230,"8,534",2.7%
7,"鳥取
※３",22,"4,530",0.5%
8,"島根
※６",137,"4,834",2.8%
9,岡山,145,"5,880",2.5%
10,"広島
※３",456,"17,447",2.6%
11,山口,158,"6,570",2.4%
12,"徳島
※３",128,"5,644",2.3%
13,"香川
※６",77,"7,877",1.0%
14,愛媛,114,"3,769",3.0%
15,高知,124,"2,944",4.2%
16,福岡,"4,412","39,841",11.1%
17,"佐賀
※３",237,"5,023",4.7%
18,長崎,229,"14,101",1.6%
19,熊本,509,"10,992",4.6%
20,大分,144,"12,052",1.2%
21,宮崎,333,"7,943",4.2%
22,鹿児島,359,"15,116",2.4%
23,"沖縄
※３","2,084","22,979",9.1%
24,"長崎船
※２
その他",149,0,-
25,合計,"66,481","1,290,979",5.1%
