,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",777,"27,370",2.8%
2,京都,"2,585","64,192",4.0%
3,"大阪
※3※5","19,630","317,766",6.2%
4,"※3※4※5
兵庫","5,314","93,326",5.7%
5,"奈良
※5","1,106","31,912",3.5%
6,和歌山,436,"13,187",3.3%
7,"鳥取
※3※4",58,"16,327",0.4%
8,"島根
※5",146,"6,772",2.2%
9,"岡山
※4",583,"19,205",3.0%
10,"広島
※3",785,"34,211",2.3%
11,"山口
※4",381,"17,013",2.2%
12,"徳島
※3",181,"7,809",2.3%
13,"香川
※5",138,"16,739",0.8%
14,愛媛,304,"6,862",4.4%
15,高知,149,"3,752",4.0%
16,"※3※4※5
福岡","5,758","199,025",2.9%
17,"佐賀
※3",307,"9,571",3.2%
18,⾧崎,265,"26,776",1.0%
19,熊本,"1,006","23,727",4.2%
20,大分,273,"27,113",1.0%
21,宮崎,477,"9,431",5.1%
22,鹿児島,612,"27,152",2.3%
23,"沖縄
※3","4,247","72,029",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"143,139","3,159,567",4.5%
