,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,503","31,704",4.7%
2,"青森
※３",32,"1,531",2.1%
3,"岩手
※３※６",5,"1,784",0.3%
4,"宮城
※３",177,"6,347",2.8%
5,秋田,18,"1,196",1.5%
6,山形,76,"2,946",2.6%
7,"福島
※３",91,"10,434",0.9%
8,茨城,356,"8,044",4.4%
9,"栃木
※３",224,"15,040",1.5%
10,"群馬
※３※６",208,"8,921",2.3%
11,埼玉,"2,688","75,039",3.6%
12,千葉,"1,996","30,900",6.5%
13,"東京
※１","14,645","215,559",6.8%
14,神奈川,"2,952","40,667",7.3%
15,"新潟
※３",122,"7,093",1.7%
16,"富山
※６",266,"5,746",4.6%
17,"石川
※３",330,"3,368",9.8%
18,"福井
※３",152,"5,328",2.9%
19,"山梨
※３",114,"7,652",1.5%
20,"⾧野
※６",126,"9,003",1.4%
21,"岐阜
※６",400,"11,963",3.3%
22,"静岡
※３、５",342,"15,742",2.2%
23,愛知,"2,535","29,046",8.7%
24,"三重
※３",179,"5,299",3.4%
