,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,178","18,021",6.5%
2,"青森
※３",27,928,2.9%
3,"岩手
※３",0,826,0.0%
4,"宮城
※３",88,"3,356",2.6%
5,秋田,16,969,1.7%
6,山形,69,"2,487",2.8%
7,"福島
※３",81,"5,783",1.4%
8,茨城,168,"5,082",3.3%
9,"栃木
※３",66,"5,832",1.1%
10,"群馬
※３",151,"4,472",3.4%
11,埼玉,"1,023","28,344",3.6%
12,千葉,920,"16,770",5.5%
13,"東京
※１","5,633","61,112",9.2%
14,神奈川,"1,420","11,628",12.2%
15,"新潟
※３",83,"4,657",1.8%
16,富山,227,"3,735",6.1%
17,"石川
※３",299,"2,853",10.5%
18,"福井
※３",122,"3,105",3.9%
19,"山梨
※３",72,"5,050",1.4%
20,"長野
※３",76,"3,045",2.5%
21,岐阜,155,"4,476",3.5%
22,静岡,79,"3,711",2.1%
23,愛知,518,"11,523",4.5%
24,"三重
※３",45,"2,675",1.7%
