,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"8,274","143,394",5.8%
2,"青森
※3",287,"6,569",4.4%
3,"※3※4※5
岩手",183,"9,057",2.0%
4,"宮城
※3※5","1,181","18,642",6.3%
5,秋田,90,"3,500",2.6%
6,山形,122,"7,425",1.6%
7,"福島
※3",496,"39,392",1.3%
8,茨城,"1,508","16,407",9.2%
9,"栃木
※3※5",619,"53,084",1.2%
10,"群馬
※3※5","1,177","35,486",3.3%
11,"埼玉
※4","8,222","230,760",3.6%
12,千葉,"6,864","161,405",4.3%
13,"東京
※1","40,210","750,084",5.4%
14,神奈川,"12,327","249,352",4.9%
15,"新潟
※3※5",329,"22,133",1.5%
16,"富山
※3※5",457,"16,966",2.7%
17,"石川
※3",846,"21,792",3.9%
18,"福井
※3",314,"14,585",2.2%
19,"山梨
※3",336,"13,459",2.5%
20,"⾧野
※3※5",691,"30,587",2.3%
21,"岐阜
※5","1,034","33,315",3.1%
22,"静岡
※3※4","1,447","55,546",2.6%
23,"※3※4※5
愛知","9,632","135,512",7.1%
24,"三重
※3",826,"19,848",4.2%
