,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",847,"30,278",2.8%
2,京都,"3,022","72,905",4.1%
3,"大阪
※3※5","23,835","367,365",6.5%
4,"※3※4※5
兵庫","6,849","108,330",6.3%
5,"奈良
※5","1,410","37,665",3.7%
6,和歌山,538,"14,550",3.7%
7,"鳥取
※3※4",67,"19,267",0.3%
8,"島根
※5",159,"7,158",2.2%
9,"岡山
※4",702,"20,802",3.4%
10,"広島
※3","1,249","39,067",3.2%
11,"山口
※4",427,"22,347",1.9%
12,"徳島
※3",187,"13,733",1.4%
13,"香川
※5",195,"19,072",1.0%
14,愛媛,354,"8,650",4.1%
15,高知,301,"4,414",6.8%
16,"※3※4※5
福岡","6,343","218,811",2.9%
17,"佐賀
※3",367,"11,101",3.3%
18,長崎,278,"29,063",1.0%
19,熊本,"1,152","27,107",4.2%
20,大分,464,"32,363",1.4%
21,宮崎,579,"10,795",5.4%
22,鹿児島,741,"29,617",2.5%
23,"沖縄
※3","4,702","78,065",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"169,890","3,592,261",4.7%
