,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,859",5.4%
2,京都,358,"8,085",4.4%
3,"大阪
※３","1,783","31,276",5.7%
4,兵庫,699,"11,153",6.3%
5,奈良,92,"2,545",3.6%
6,和歌山,63,"3,708",1.7%
7,鳥取,3,"1,343",0.2%
8,島根,24,"1,128",2.1%
9,岡山,25,"1,709",1.5%
10,"広島
※３",168,"6,979",2.4%
11,山口,37,"1,758",2.1%
12,"徳島
※３",5,744,0.7%
13,香川,28,"2,192",1.3%
14,愛媛,82,"2,208",3.7%
15,高知,74,"1,798",4.1%
16,福岡,758,"12,810",5.9%
17,"佐賀
※３",47,"1,418",3.3%
18,⾧崎,17,"2,770",0.6%
19,熊本,48,"3,930",1.2%
20,大分,60,"4,003",1.5%
21,宮崎,17,"1,386",1.2%
22,鹿児島,10,"1,871",0.5%
23,沖縄,142,"2,870",4.9%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"16,724","248,662",6.7%
