,0,1,2,3
0,都道府県名,,陽性者数 検査人数※4,％
1,"滋賀
※1",99,"1,582",6.3%
2,京都,358,"6,285",5.7%
3,"大阪
※1","1,768","18,932",9.3%
4,兵庫,698,"9,932",7.0%
5,奈良,90,"2,383",3.8%
6,和歌山,63,"3,504",1.8%
7,鳥取,3,"1,237",0.2%
8,島根,24,979,2.5%
9,岡山,25,"1,536",1.6%
10,広島,165,"6,320",2.6%
11,山口,37,"1,598",2.3%
12,"徳島
※1",5,663,0.8%
13,香川,28,"1,962",1.4%
14,愛媛,70,"1,441",4.9%
15,高知,74,"1,624",4.6%
16,"福岡
※1",657,"12,485",5.3%
17,佐賀,47,"1,310",3.6%
18,長崎,17,"2,535",0.7%
19,熊本,48,"3,656",1.3%
20,大分,60,"3,668",1.6%
21,宮崎,17,"1,290",1.3%
22,鹿児島,10,"1,599",0.6%
23,沖縄,142,"2,693",5.3%
24,その他 ※3,149,623,23.9%
25,合計,"16,112","206,790",7.8%
