,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"10,367","175,957",5.9%
2,"青森
※3",354,"7,598",4.7%
3,"※3※4※5
岩手",225,"10,329",2.2%
4,"宮城
※3※5","1,336","20,570",6.5%
5,秋田,90,"3,744",2.4%
6,山形,196,"8,585",2.3%
7,"福島
※3",555,"42,934",1.3%
8,茨城,"1,892","17,667",10.7%
9,"栃木
※3※5",800,"59,719",1.3%
10,"群馬
※3※5","1,482","40,276",3.7%
11,"埼玉
※4","9,728","254,923",3.8%
12,千葉,"7,692","186,561",4.1%
13,"東京
※1","44,927","824,387",5.4%
14,神奈川,"14,100","275,654",5.1%
15,"新潟
※3※5",369,"23,681",1.6%
16,"富山
※3※5",462,"18,434",2.5%
17,"石川
※3",884,"24,070",3.7%
18,"福井
※3",329,"16,252",2.0%
19,"山梨
※3",431,"14,021",3.1%
20,"長野
※3※5",863,"34,907",2.5%
21,"岐阜
※5","1,336","46,517",2.9%
22,"静岡
※3※4","2,030","66,196",3.1%
23,"※3※4※5
愛知","11,636","143,982",8.1%
24,"三重
※3",967,"22,079",4.4%
