,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",826,"29,471",2.8%
2,京都,"2,858","70,273",4.1%
3,"大阪
※3※5","22,735","353,214",6.4%
4,"※3※4※5
兵庫","6,440","104,516",6.2%
5,"奈良
※5","1,330","35,844",3.7%
6,和歌山,507,"14,226",3.6%
7,"鳥取
※3※4",65,"18,380",0.4%
8,"島根
※5",158,"7,158",2.2%
9,"岡山
※4",666,"20,802",3.2%
10,"広島
※3","1,085","39,067",2.8%
11,"山口
※4",414,"19,028",2.2%
12,"徳島
※3",185,"7,934",2.3%
13,"香川
※5",164,"18,221",0.9%
14,愛媛,349,"8,560",4.1%
15,高知,246,"4,151",5.9%
16,"※3※4※5
福岡","6,060","211,871",2.9%
17,"佐賀
※3",341,"10,620",3.2%
18,長崎,276,"28,287",1.0%
19,熊本,"1,094","25,208",4.3%
20,大分,408,"30,204",1.4%
21,宮崎,566,"10,583",5.3%
22,鹿児島,673,"28,667",2.3%
23,"沖縄
※3","4,585","76,441",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"162,298","3,453,032",4.7%
