,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,489","31,006",4.8%
2,"青森
※３",32,"1,503",2.1%
3,"岩手
※３※６",4,"1,729",0.2%
4,"宮城
※３",176,"6,262",2.8%
5,秋田,18,"1,189",1.5%
6,山形,76,"2,941",2.6%
7,"福島
※３",91,"10,434",0.9%
8,茨城,344,"7,763",4.4%
9,"栃木
※３",207,"14,660",1.4%
10,"群馬
※３※６",202,"8,754",2.3%
11,埼玉,"2,623","73,486",3.6%
12,千葉,"1,920","30,220",6.4%
13,"東京
※１","14,285","210,202",6.8%
14,神奈川,"2,833","38,641",7.3%
15,"新潟
※３",120,"6,936",1.7%
16,"富山
※６",261,"5,713",4.6%
17,"石川
※３",324,"3,349",9.7%
18,"福井
※３",149,"5,205",2.9%
19,"山梨
※３",109,"7,568",1.4%
20,"長野
※６",125,"8,679",1.4%
21,"岐阜
※６",400,"11,963",3.3%
22,"静岡
※３、５",328,"15,096",2.2%
23,愛知,"2,388","27,736",8.6%
24,"三重
※３",155,"5,082",3.0%
