,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5※6",655,"14,966",4.4%
2,京都,"2,222","55,975",4.0%
3,"大阪
※3※5","15,155","269,000",5.6%
4,"※3※4※5
兵庫","3,816","76,513",5.0%
5,"奈良
※5",835,"27,245",3.1%
6,和歌山,318,"11,045",2.9%
7,"鳥取
※3",52,"6,090",0.9%
8,"島根
※5",141,"6,354",2.2%
9,"岡山
※4",379,"14,762",2.6%
10,"広島
※3",688,"29,759",2.3%
11,"山口
※4",258,"12,510",2.1%
12,"徳島
※3",171,"7,654",2.2%
13,"香川
※5",114,"14,893",0.8%
14,愛媛,123,"4,583",2.7%
15,高知,144,"3,688",3.9%
16,"※3※4※5
福岡","5,367","179,430",3.0%
17,"佐賀
※3",278,"8,030",3.5%
18,長崎,249,"24,525",1.0%
19,熊本,903,"21,470",4.2%
20,大分,164,"23,066",0.7%
21,宮崎,373,"8,829",4.2%
22,鹿児島,542,"24,653",2.2%
23,"沖縄
※3","3,696","65,248",5.7%
24,"長崎船
※2
その他",149,0,-
25,合計,"115,327","2,730,497",4.2%
