,0,1,2,3
0,都道府県名,陽性者数 検査人数※6,,％
1,北海道,934,"8,319",11.2%
2,"青森
※1",27,749,3.6%
3,"岩手
※1",0,410,0.0%
4,宮城,88,"2,183",4.0%
5,"秋田
※1",16,861,1.9%
6,"山形
※1",69,"2,432",2.8%
7,"福島
※1",81,"2,343",3.5%
8,茨城,168,"3,826",4.4%
9,"栃木
※1",54,"2,287",2.4%
10,"群馬
※1",147,"3,038",4.8%
11,埼玉,962,"11,661",8.2%
12,"千葉
※2",879,"12,290",7.2%
13,"東京
※3","4,846","13,124",36.9%
14,"神奈川
※4","1,158 
(195)","1,610",12.1%
15,"新潟
※1",82,"3,345",2.5%
16,富山,216,"2,709",8.0%
17,"石川
※1",277,"2,207",12.6%
18,"福井
※1",122,"2,026",6.0%
19,山梨,56,"2,806",2.0%
20,"長野
※1",74,"2,054",3.6%
21,岐阜,150,"3,404",4.4%
22,静岡,73,"3,075",2.4%
23,愛知,491,"8,027",6.1%
24,"三重
※1",45,"2,132",2.1%
