,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"9,251","157,664",5.9%
2,"青森
※3",315,"6,975",4.5%
3,"※3※4※5
岩手",212,"9,887",2.1%
4,"宮城
※3※5","1,230","19,189",6.4%
5,秋田,90,"3,677",2.4%
6,山形,149,"7,717",1.9%
7,"福島
※3",509,"40,917",1.2%
8,茨城,"1,692","17,233",9.8%
9,"栃木
※3※5",702,"56,119",1.3%
10,"群馬
※3※5","1,312","36,684",3.6%
11,"埼玉
※4","8,830","242,738",3.6%
12,千葉,"7,239","169,433",4.3%
13,"東京
※1","42,344","784,259",5.4%
14,神奈川,"13,126","262,887",5.0%
15,"新潟
※3※5",348,"22,805",1.5%
16,"富山
※3※5",461,"17,678",2.6%
17,"石川
※3",862,"22,755",3.8%
18,"福井
※3",320,"15,346",2.1%
19,"山梨
※3",362,"13,619",2.7%
20,"長野
※3※5",760,"32,727",2.3%
21,"岐阜
※5","1,161","42,063",2.8%
22,"静岡
※3※4","1,782","60,541",2.9%
23,"※3※4※5
愛知","10,528","143,080",7.4%
24,"三重
※3",905,"19,848",4.6%
