,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",391,"7,791",5.0%
2,京都,"1,243","26,619",4.7%
3,"大阪
※３※６","7,841","120,078",6.5%
4,"兵庫
※３,４,6","2,105","39,941",5.3%
5,"奈良
※６",490,"12,714",3.9%
6,和歌山,225,"8,305",2.7%
7,"鳥取
※３",22,"4,456",0.5%
8,"島根
※６",134,"4,598",2.9%
9,岡山,138,"5,880",2.3%
10,"広島
※３",450,"16,687",2.7%
11,山口,111,"5,726",1.9%
12,"徳島
※３",106,"4,857",2.2%
13,"香川
※６",71,"7,112",1.0%
14,愛媛,114,"3,684",3.1%
15,高知,109,"2,749",4.0%
16,福岡,"4,055","37,582",10.8%
17,"佐賀
※３",222,"4,467",5.0%
18,長崎,201,"12,347",1.6%
19,熊本,471,"10,146",4.6%
20,大分,138,"10,927",1.3%
21,宮崎,317,"7,335",4.3%
22,鹿児島,342,"14,082",2.4%
23,"沖縄
※３","1,889","22,437",8.4%
24,"長崎船
※２
その他",149,0,-
25,合計,"61,754","1,178,279",5.2%
