,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"6,684","122,381",5.5%
2,"青森
※3",280,"6,349",4.4%
3,"※3※4※5
岩手",127,"7,560",1.7%
4,"宮城
※3※5","1,075","17,396",6.2%
5,秋田,74,"3,155",2.3%
6,山形,107,"7,184",1.5%
7,"福島
※3",474,"37,381",1.3%
8,茨城,"1,205","15,503",7.8%
9,"栃木
※3※5",558,"51,487",1.1%
10,"群馬
※3※5","1,033","34,203",3.0%
11,"埼玉
※4","7,499","217,347",3.5%
12,千葉,"6,308","154,668",4.1%
13,"東京
※1","37,317","707,444",5.3%
14,神奈川,"11,181","234,414",4.8%
15,"新潟
※3※5",295,"20,826",1.4%
16,"富山
※3※5",441,"16,124",2.7%
17,"石川
※3",833,"20,662",4.0%
18,"福井
※3",300,"13,504",2.2%
19,"山梨
※3",298,"12,801",2.3%
20,"長野
※3※5",592,"27,741",2.1%
21,"岐阜
※5",911,"31,292",2.9%
22,"静岡
※3※4","1,111","51,416",2.2%
23,"※3※4※5
愛知","8,464","124,076",6.8%
24,"三重
※3",706,"18,271",3.9%
