,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,404","28,088",5.0%
2,"青森
※３",31,"1,427",2.2%
3,"岩手
※３※６",2,"1,454",0.1%
4,"宮城
※３",153,"5,763",2.7%
5,秋田,18,"1,127",1.6%
6,山形,75,"2,882",2.6%
7,"福島
※３",87,"9,681",0.9%
8,茨城,268,"6,996",3.8%
9,"栃木
※３",185,"13,181",1.4%
10,"群馬
※３※６",187,"7,995",2.3%
11,埼玉,"2,256","64,828",3.5%
12,千葉,"1,620","27,453",5.9%
13,"東京
※１","12,228","182,521",6.7%
14,神奈川,"2,432","17,863",13.6%
15,"新潟
※３",103,"6,250",1.6%
16,"富山
※６",238,"5,292",4.5%
17,"石川
※３",320,"3,248",9.9%
18,"福井
※３",137,"4,808",2.8%
19,"山梨
※３",90,"7,197",1.3%
20,"長野
※３※６",103,"6,903",1.5%
21,"岐阜
※６",312,"10,052",3.1%
22,"静岡
※３、５",234,"12,832",1.8%
23,愛知,"1,449","22,156",6.5%
24,"三重
※３",90,"4,145",2.2%
