,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,125","16,302",6.9%
2,"青森
※３",27,889,3.0%
3,"岩手
※３",0,761,0.0%
4,"宮城
※３",88,"3,119",2.8%
5,秋田,16,952,1.7%
6,"山形
※４",69,"2,459",2.8%
7,"福島
※３",81,"5,159",1.6%
8,茨城,168,"4,872",3.4%
9,"栃木
※３",66,"5,034",1.3%
10,"群馬
※３",151,"4,076",3.7%
11,埼玉,"1,008","24,572",4.1%
12,千葉,910,"15,743",5.8%
13,"東京
※１","5,408","16,143",33.5%
14,神奈川,"1,398","10,756",13.0%
15,"新潟
※３",83,"4,428",1.9%
16,富山,227,"3,537",6.4%
17,"石川
※３",299,"2,800",10.7%
18,"福井
※３",122,"2,875",4.2%
19,"山梨
※３",67,"4,487",1.5%
20,"長野
※３",76,"2,901",2.6%
21,岐阜,153,"3,951",3.9%
22,静岡,75,"3,637",2.1%
23,愛知,511,"10,844",4.7%
24,"三重
※３",45,"2,587",1.7%
