,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,317","24,041",5.5%
2,"青森
※３",30,"1,178",2.5%
3,"岩手
※３※６",0,"1,216",0.0%
4,"宮城
※３",112,"4,798",2.3%
5,秋田,16,"1,032",1.6%
6,山形,74,"2,719",2.7%
7,"福島
※３",84,"8,232",1.0%
8,茨城,211,"6,007",3.5%
9,"栃木
※３",107,"10,106",1.1%
10,"群馬
※３※６",164,"6,443",2.5%
11,埼玉,"1,617","48,560",3.3%
12,千葉,"1,223","21,977",5.6%
13,"東京
※１※３","8,640","130,595",6.6%
14,神奈川,"1,876","20,112",9.3%
15,"新潟
※３",89,"5,484",1.6%
16,"富山
※６",230,"4,524",5.1%
17,"石川
※３",300,"2,976",10.1%
18,"福井
※３",125,"3,811",3.3%
19,"山梨
※３",76,"6,387",1.2%
20,"長野
※３※６",81,"4,972",1.6%
21,"岐阜
※６",168,"6,088",2.8%
22,"静岡
※３、５",99,"9,373",1.1%
23,愛知,538,"14,633",3.7%
24,"三重
※３",52,"3,198",1.6%
