,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",401,"8,023",5.0%
2,京都,"1,319","28,036",4.7%
3,"大阪
※３※６","7,901","121,086",6.5%
4,"兵庫
※３,４,6","2,129","40,388",5.3%
5,"奈良
※６",492,"12,714",3.9%
6,和歌山,227,"8,328",2.7%
7,"鳥取
※３",22,"4,472",0.5%
8,"島根
※６",135,"4,622",2.9%
9,岡山,141,"5,880",2.4%
10,"広島
※３",451,"16,987",2.7%
11,山口,114,"5,786",2.0%
12,"徳島
※３",109,"4,923",2.2%
13,"香川
※６",71,"7,184",1.0%
14,愛媛,114,"3,696",3.1%
15,高知,109,"2,763",3.9%
16,福岡,"4,118","38,026",10.8%
17,"佐賀
※３",224,"4,522",5.0%
18,長崎,204,"12,602",1.6%
19,熊本,471,"10,146",4.6%
20,大分,140,"10,958",1.3%
21,宮崎,321,"7,669",4.2%
22,鹿児島,346,"14,360",2.4%
23,"沖縄
※３","1,911","22,650",8.4%
24,"長崎船
※２
その他",149,0,-
25,合計,"62,364","1,200,330",5.2%
