,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",780,"27,443",2.8%
2,京都,"2,585","64,192",4.0%
3,"大阪
※3※5","20,011","320,480",6.2%
4,"※3※4※5
兵庫","5,459","94,560",5.8%
5,"奈良
※5","1,122","31,912",3.5%
6,和歌山,446,"13,400",3.3%
7,"鳥取
※3※4",58,"16,350",0.4%
8,"島根
※5",146,"6,772",2.2%
9,"岡山
※4",592,"19,205",3.1%
10,"広島
※3",785,"34,211",2.3%
11,"山口
※4",384,"17,013",2.3%
12,"徳島
※3",181,"7,822",2.3%
13,"香川
※5",142,"16,864",0.8%
14,愛媛,311,"6,961",4.5%
15,高知,150,"3,754",4.0%
16,"※3※4※5
福岡","5,801","199,804",2.9%
17,"佐賀
※3",307,"9,621",3.2%
18,⾧崎,265,"26,884",1.0%
19,熊本,"1,012","23,912",4.2%
20,大分,280,"27,223",1.0%
21,宮崎,477,"9,431",5.1%
22,鹿児島,612,"27,152",2.3%
23,"沖縄
※3","4,294","72,251",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"145,231","3,171,542",4.6%
