,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",151,"3,715",4.1%
2,京都,586,"14,909",3.9%
3,"大阪
※３※６","2,915","60,635",4.8%
4,"兵庫
※３,４,6",918,"21,298",4.3%
5,"奈良
※６",195,"7,978",2.4%
6,和歌山,112,"5,520",2.0%
7,"鳥取
※３",5,"2,270",0.2%
8,"島根
※６",26,"2,065",1.3%
9,岡山,49,"2,539",1.9%
10,"広島
※３",244,"9,665",2.5%
11,山口,47,"3,511",1.3%
12,"徳島
※３",10,"1,510",0.7%
13,"香川
※６",45,"4,184",1.1%
14,愛媛,84,"2,793",3.0%
15,高知,78,"2,168",3.6%
16,福岡,"1,240","20,656",6.0%
17,"佐賀
※３",63,"2,033",3.1%
18,長崎,47,"5,599",0.8%
19,熊本,57,"4,607",1.2%
20,大分,60,"5,974",1.0%
21,宮崎,27,"1,868",1.4%
22,鹿児島,203,"9,007",2.3%
23,"沖縄
※３",172,"6,226",2.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"28,266","593,190",4.8%
