,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",163,"4,162",3.9%
2,京都,708,"16,927",4.2%
3,"大阪
※３※６","3,651","68,263",5.3%
4,"兵庫
※３,４,6","1,059","24,520",4.3%
5,"奈良
※６",221,"8,733",2.5%
6,和歌山,140,"5,954",2.4%
7,"鳥取
※３",10,"2,538",0.4%
8,"島根
※６",29,"2,782",1.0%
9,岡山,71,"2,765",2.6%
10,"広島
※３",286,"11,265",2.5%
11,山口,53,"3,779",1.4%
12,"徳島
※３",18,"1,621",1.1%
13,"香川
※６",46,"4,579",1.0%
14,愛媛,89,"2,930",3.0%
15,高知,80,"2,228",3.6%
16,福岡,"1,535","22,681",6.8%
17,"佐賀
※３",72,"2,252",3.2%
18,長崎,61,"6,270",1.0%
19,熊本,157,"5,250",3.0%
20,大分,62,"6,408",1.0%
21,宮崎,106,"3,246",3.3%
22,鹿児島,232,"10,026",2.3%
23,"沖縄
※３",231,"7,034",3.3%
24,"長崎船
※２
その他",149,-,-
25,合計,"32,459","667,442",4.9%
