,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",104,"2,626",4.0%
2,京都,415,"11,482",3.6%
3,"大阪
※３※６","1,915","44,724",4.3%
4,"兵庫
※３、４",720,"16,313",4.4%
5,奈良,102,"4,383",2.3%
6,和歌山,66,"4,106",1.6%
7,"鳥取
※３",4,"1,922",0.2%
8,島根,24,"1,278",1.9%
9,岡山,28,"2,026",1.4%
10,"広島
※３",171,"8,128",2.1%
11,山口,37,"2,592",1.4%
12,"徳島
※３",9,"1,053",0.9%
13,香川,28,"2,919",1.0%
14,愛媛,82,"2,657",3.1%
15,高知,74,"2,006",3.7%
16,福岡,898,"17,409",5.2%
17,"佐賀
※３",47,"1,686",2.8%
18,長崎,19,"3,645",0.5%
19,熊本,49,"4,410",1.1%
20,大分,60,"5,280",1.1%
21,宮崎,18,"1,661",1.1%
22,鹿児島,122,"4,841",2.5%
23,沖縄,145,"3,062",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"20,353","449,671",4.5%
