,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"4,387","96,113",4.6%
2,"青森
※3",275,"6,062",4.5%
3,"※3※4※5
岩手",33,"5,793",0.6%
4,"宮城
※3※5",892,"15,516",5.7%
5,秋田,68,"2,673",2.5%
6,山形,92,"6,856",1.3%
7,"福島
※3",419,"34,102",1.2%
8,茨城,854,"14,524",5.9%
9,"栃木
※3※5",505,"47,064",1.1%
10,"群馬
※3※5",937,"31,094",3.0%
11,"埼玉
※4","6,479","203,293",3.2%
12,千葉,"5,499","137,855",4.0%
13,"東京
※1","33,377","647,611",5.2%
14,神奈川,"9,604","217,129",4.4%
15,"新潟
※3※5",216,"18,840",1.1%
16,"富山
※3※5",425,"15,525",2.7%
17,"石川
※3",825,"19,143",4.3%
18,"福井
※3",268,"11,881",2.3%
19,"山梨
※3",257,"12,278",2.1%
20,"長野
※3※5",393,"25,014",1.6%
21,"岐阜
※5",765,"28,467",2.7%
22,"静岡
※3※4",787,"46,817",1.7%
23,"※3※4※5
愛知","7,052","110,598",6.4%
24,"三重
※3",603,"16,342",3.7%
