,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",533,"13,541",3.9%
2,京都,"1,945","50,131",3.9%
3,"大阪
※3※5","11,780","219,789",5.4%
4,"※3※4※5
兵庫","3,040","64,967",4.7%
5,"奈良
※5",621,"23,684",2.6%
6,和歌山,266,"10,071",2.6%
7,"鳥取
※3",35,"5,569",0.6%
8,"島根
※5",140,"6,075",2.3%
9,"岡山
※4",188,"8,654",2.2%
10,"広島
※3",651,"26,448",2.5%
11,"山口
※4",211,"11,288",1.9%
12,"徳島
※3",164,"7,324",2.2%
13,"香川
※5",100,"12,840",0.8%
14,愛媛,116,"4,284",2.7%
15,高知,140,"3,594",3.9%
16,"※3※4※5
福岡","5,160","155,416",3.3%
17,"佐賀
※3",253,"6,820",3.7%
18,長崎,242,"21,285",1.1%
19,熊本,759,"18,753",4.0%
20,大分,159,"19,788",0.8%
21,宮崎,366,"8,736",4.2%
22,鹿児島,463,"21,644",2.1%
23,"沖縄
※3","3,048","49,742",6.1%
24,"長崎船
※2
その他",149,0,-
25,合計,"94,014","2,272,678",4.1%
