,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",520,"13,221",3.9%
2,京都,"1,907","48,126",4.0%
3,"大阪
※3※5","11,414","210,358",5.4%
4,"※3※4※5
兵庫","2,960","62,910",4.7%
5,"奈良
※5",610,"23,057",2.6%
6,和歌山,254,"9,887",2.6%
7,"鳥取
※3",36,"5,548",0.6%
8,"島根
※5",140,"6,000",2.3%
9,"岡山
※4",170,"8,654",2.0%
10,"広島
※3",646,"25,370",2.5%
11,"山口
※4",209,"10,853",1.9%
12,"徳島
※3",149,"7,143",2.1%
13,"香川
※5",97,"12,231",0.8%
14,愛媛,116,"4,227",2.7%
15,高知,140,"3,565",3.9%
16,"※3※4※5
福岡","5,138","149,523",3.4%
17,"佐賀
※3",250,"6,431",3.9%
18,長崎,241,"20,608",1.2%
19,熊本,735,"18,258",4.0%
20,大分,159,"19,043",0.8%
21,宮崎,366,"8,703",4.2%
22,鹿児島,462,"21,290",2.2%
23,"沖縄
※3","2,855","46,732",6.1%
24,"長崎船
※2
その他",149,0,-
25,合計,"90,979","2,174,691",4.2%
