,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",99,"1,649",6.0%
2,京都,358,"7,228",5.0%
3,"大阪
※３","1,774","26,485",6.7%
4,兵庫,699,"10,312",6.8%
5,奈良,91,"2,754",3.3%
6,和歌山,63,"3,573",1.8%
7,鳥取,3,"1,269",0.2%
8,島根,24,"1,052",2.3%
9,岡山,25,"1,589",1.6%
10,"広島
※３",166,"6,599",2.5%
11,山口,37,"1,640",2.3%
12,"徳島
※３",5,684,0.7%
13,香川,28,"2,023",1.4%
14,愛媛,74,"1,781",4.2%
15,高知,74,"1,703",4.3%
16,福岡,658,"11,578",5.7%
17,"佐賀
※３",47,"1,354",3.5%
18,⾧崎,17,"2,587",0.7%
19,熊本,48,"3,778",1.3%
20,大分,60,"3,761",1.6%
21,宮崎,17,"1,324",1.3%
22,鹿児島,10,"1,653",0.6%
23,沖縄,142,"2,773",5.1%
24,"⾧崎船
※２
その他",149  -,,-
25,合計,"16,251","221,397",7.3%
