,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,071","12,982",8.2%
2,"青森
※３",27,843,3.2%
3,"岩手
※３",0,637,0.0%
4,"宮城
※３",88,"2,884",3.1%
5,秋田,16,931,1.7%
6,"山形
※３",69,"2,644",2.6%
7,"福島
※３",81,"4,186",1.9%
8,茨城,168,"4,601",3.7%
9,"栃木
※３",65,"3,674",1.8%
10,"群馬
※３",149,"3,575",4.2%
11,埼玉,"1,002","20,156",5.0%
12,千葉,906,"14,284",6.3%
13,"東京
※１","5,195","14,936",34.8%
14,神奈川,"1,341","9,225",14.5%
15,"新潟
※３",83,"4,121",2.0%
16,富山,227,"3,133",7.2%
17,"石川
※３",297,"2,667",11.1%
18,"福井
※３",122,"2,565",4.8%
19,"山梨
※３",60,"3,842",1.6%
20,"長野
※３",76,"2,662",2.9%
21,岐阜,150,"3,496",4.3%
22,静岡,76,"3,491",2.2%
23,愛知,507,"9,920",5.1%
24,"三重
※３",45,"2,480",1.8%
