,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"10,039","171,282",5.9%
2,"青森
※3",343,"7,341",4.7%
3,"※3※4※5
岩手",220,"10,219",2.2%
4,"宮城
※3※5","1,311","20,084",6.5%
5,秋田,90,"3,733",2.4%
6,山形,177,"8,284",2.1%
7,"福島
※3",541,"42,276",1.3%
8,茨城,"1,844","17,532",10.5%
9,"栃木
※3※5",749,"57,242",1.3%
10,"群馬
※3※5","1,401","39,431",3.6%
11,"埼玉
※4","9,411","249,360",3.8%
12,千葉,"7,519","174,527",4.3%
13,"東京
※1","44,003","807,999",5.4%
14,神奈川,"13,704","271,058",5.1%
15,"新潟
※3※5",359,"23,193",1.5%
16,"富山
※3※5",462,"18,028",2.6%
17,"石川
※3",874,"23,296",3.8%
18,"福井
※3",322,"15,745",2.0%
19,"山梨
※3",422,"13,750",3.1%
20,"長野
※3※5",823,"33,920",2.4%
21,"岐阜
※5","1,260","44,187",2.9%
22,"静岡
※3※4","1,960","62,660",3.1%
23,"※3※4※5
愛知","11,327","143,080",7.9%
24,"三重
※3",957,"22,079",4.3%
