,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5","1,127","36,772",3.1%
2,京都,"4,455","90,765",4.9%
3,"大阪
※3※5","29,379","457,909",6.4%
4,"※3※4※5
兵庫","9,432","135,518",7.0%
5,"奈良
※5","1,936","47,698",4.1%
6,和歌山,600,"16,374",3.7%
7,"鳥取
※3※4",101,"23,698",0.4%
8,"島根
※5",208,"9,344",2.2%
9,"岡山
※4","1,308","31,723",4.1%
10,"広島
※3","3,059","73,605",4.2%
11,"山口
※4",561,"26,760",2.1%
12,"徳島
※3",195,"15,180",1.3%
13,"香川
※5",296,"23,771",1.2%
14,愛媛,445,"12,351",3.6%
15,高知,642,"5,808",11.1%
16,"※3※4※5
福岡","8,585","260,551",3.3%
17,"佐賀
※3",457,"14,755",3.1%
18,長崎,611,"38,585",1.6%
19,熊本,"1,739","34,504",5.0%
20,大分,654,"41,963",1.6%
21,宮崎,715,"12,454",5.7%
22,鹿児島,966,"38,299",2.5%
23,"沖縄
※3","5,260","88,575",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"224,716","4,426,175",5.1%
