,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"2,039","55,872",3.6%
2,"青森
※３",35,"2,348",1.5%
3,"岩手
※３※６",23,"4,057",0.6%
4,"宮城
※３",389,"10,103",3.9%
5,秋田,53,"2,094",2.5%
6,山形,78,"5,102",1.5%
7,"福島
※３",247,"19,682",1.3%
8,茨城,638,"12,251",5.2%
9,"栃木
※３",427,"29,540",1.4%
10,"群馬
※３※６",699,"20,226",3.5%
11,埼玉,"4,582","139,115",3.3%
12,千葉,"3,805","86,132",4.4%
13,"東京
※１","25,257","436,860",5.8%
14,神奈川,"6,744","146,306",4.6%
15,"新潟
※６",170,"15,095",1.1%
16,"富山
※６",412,"11,651",3.5%
17,"石川
※３",776,"12,543",6.2%
18,"福井
※３",244,"9,686",2.5%
19,"山梨
※３",180,"10,478",1.7%
20,"長野
※３※６",305,"18,446",1.7%
21,"岐阜
※６",616,"22,165",2.8%
22,"静岡
※３、５",526,"32,717",1.6%
23,愛知,"5,241","74,009",7.1%
24,"三重
※３",494,"12,284",4.0%
