,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,455","30,013",4.8%
2,"青森
※３",32,"1,463",2.2%
3,"岩手
※３※６",4,"1,616",0.2%
4,"宮城
※３",168,"6,125",2.7%
5,秋田,18,"1,168",1.5%
6,山形,76,"2,924",2.6%
7,"福島
※３",89,"10,114",0.9%
8,茨城,327,"7,509",4.4%
9,"栃木
※３",202,"14,138",1.4%
10,"群馬
※３※６",194,"8,406",2.3%
11,埼玉,"2,510","69,560",3.6%
12,千葉,"1,823","29,417",6.2%
13,"東京
※１","13,713","199,758",6.9%
14,神奈川,"2,663","18,625",14.3%
15,"新潟
※３",119,"6,713",1.8%
16,"富山
※６",248,"5,509",4.5%
17,"石川
※３",323,"3,323",9.7%
18,"福井
※３",142,"5,005",2.8%
19,"山梨
※３",103,"7,435",1.4%
20,"長野
※６",119,"7,992",1.5%
21,"岐阜
※６",362,"10,950",3.3%
22,"静岡
※３、５",309,"14,199",2.2%
23,愛知,"2,143","25,979",8.2%
24,"三重
※３",124,"4,624",2.7%
