,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,814","46,499",3.9%
2,"青森
※３",35,"2,104",1.7%
3,"岩手
※３※６",23,"3,380",0.7%
4,"宮城
※３",231,"8,173",2.8%
5,秋田,50,"1,816",2.8%
6,山形,78,"3,126",2.5%
7,"福島
※３",175,"15,723",1.1%
8,茨城,573,"11,063",5.2%
9,"栃木
※３",309,"23,646",1.3%
10,"群馬
※３※６",474,"15,468",3.1%
11,埼玉,"4,101","114,373",3.6%
12,千葉,"3,188","58,879",5.4%
13,"東京
※１","21,656","348,595",6.2%
14,神奈川,"5,352","120,662",4.4%
15,"新潟
※６",146,"13,222",1.1%
16,"富山
※６",402,"9,850",4.1%
17,"石川
※３",697,"9,317",7.5%
18,"福井
※３",241,"8,766",2.7%
19,"山梨
※３",174,"9,693",1.8%
20,"長野
※３※６",286,"15,833",1.8%
21,"岐阜
※６",564,"18,877",3.0%
22,"静岡
※３、５",487,"26,858",1.8%
23,愛知,"4,637","57,481",8.1%
24,"三重
※３",399,"10,326",3.9%
