,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,277","22,118",5.8%
2,"⻘森
※３",27,"1,015",2.7%
3,"岩手
※３",0,"1,009",0.0%
4,"宮城
※３",98,"4,018",2.4%
5,秋田,16,"1,001",1.6%
6,山形,71,"2,583",2.7%
7,"福島
※３",82,"7,275",1.1%
8,茨城,186,"5,531",3.4%
9,"栃木
※３",87,"8,065",1.1%
10,"群馬
※３",155,"5,299",2.9%
11,埼玉,"1,255","38,502",3.3%
12,千葉,"1,019","19,276",5.3%
13,"東京
※１","6,867","94,857",7.2%
14,神奈川,"1,596","13,257",12.0%
15,"新潟
※３",85,"5,098",1.7%
16,富山,228,"4,090",5.6%
17,"石川
※３",300,"2,934",10.2%
18,"福井
※３",122,"3,528",3.5%
19,"山梨
※３",75,"5,966",1.3%
20,"⻑野
※３",77,"3,380",2.3%
21,岐阜,160,"5,425",2.9%
22,"静岡
※３、５",86,"8,040",1.1%
23,愛知,525,"13,413",3.9%
24,"三重
※３",46,"2,955",1.6%
