,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"10,982","187,131",5.9%
2,"青森
※3",371,"7,999",4.6%
3,"※3※4※5
岩手",295,"10,849",2.7%
4,"宮城
※3※5","1,462","21,379",6.8%
5,秋田,92,"3,746",2.5%
6,山形,240,"9,006",2.7%
7,"福島
※3",599,"44,921",1.3%
8,茨城,"1,973","17,774",11.1%
9,"栃木
※3※5",860,"61,643",1.4%
10,"群馬
※3※5","1,612","42,655",3.8%
11,"埼玉
※4","10,297","261,321",3.9%
12,千葉,"8,078","190,090",4.2%
13,"東京
※1","46,745","847,224",5.5%
14,神奈川,"14,822","281,819",5.3%
15,"新潟
※3※5",390,"24,380",1.6%
16,"富山
※3※5",464,"18,804",2.5%
17,"石川
※3",907,"24,908",3.6%
18,"福井
※3",331,"16,582",2.0%
19,"山梨
※3",440,"14,073",3.1%
20,"長野
※3※5",941,"35,844",2.6%
21,"岐阜
※5","1,461","50,260",2.9%
22,"静岡
※3※4","2,087","67,934",3.1%
23,"※3※4※5
愛知","12,319","152,984",8.1%
24,"三重
※3","1,042","24,205",4.3%
