,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"3,566","88,202",4.0%
2,"青森
※3",269,"5,625",4.8%
3,"※3※4※5
岩手",29,"5,633",0.5%
4,"宮城
※3※5",822,"14,848",5.5%
5,秋田,67,"2,642",2.5%
6,山形,86,"6,747",1.3%
7,"福島
※3",410,"30,813",1.3%
8,茨城,796,"14,162",5.6%
9,"栃木
※3※5",496,"45,618",1.1%
10,"群馬
※3※5",918,"30,277",3.0%
11,"埼玉
※4","6,132","194,330",3.2%
12,千葉,"5,249","134,785",3.9%
13,"東京
※1","32,135","624,458",5.1%
14,神奈川,"9,124","209,445",4.4%
15,"新潟
※3※5",186,"18,193",1.0%
16,"富山
※3※5",424,"15,001",2.8%
17,"石川
※3",816,"18,304",4.5%
18,"福井
※3",257,"11,220",2.3%
19,"山梨
※3",225,"11,926",1.9%
20,"長野
※3※5",351,"24,098",1.5%
21,"岐阜
※5",726,"27,736",2.6%
22,"静岡
※3※4",707,"44,670",1.6%
23,"※3※4※5
愛知","6,536","104,509",6.3%
24,"三重
※3",587,"16,342",3.6%
