,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,743",5.7%
2,京都,358,"7,703",4.6%
3,"大阪
※３","1,781","29,307",6.1%
4,兵庫,699,"10,722",6.5%
5,奈良,91,"2,754",3.3%
6,和歌山,63,"3,633",1.7%
7,鳥取,3,"1,309",0.2%
8,島根,24,"1,088",2.2%
9,岡山,25,"1,655",1.5%
10,"広島
※３",167,"6,794",2.5%
11,山口,37,"1,667",2.2%
12,"徳島
※３",5,711,0.7%
13,香川,28,"2,112",1.3%
14,愛媛,81,"1,959",4.1%
15,高知,74,"1,753",4.2%
16,福岡,672,"11,886",5.7%
17,"佐賀
※３",47,"1,386",3.4%
18,⾧崎,17,"2,684",0.6%
19,熊本,48,"3,863",1.2%
20,大分,60,"3,877",1.5%
21,宮崎,17,"1,358",1.3%
22,鹿児島,10,"1,739",0.6%
23,沖縄,142,"2,829",5.0%
24,"⾧崎船
※２
その他",149  -,,-
25,合計,"16,469","235,422",7.0%
