,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"12,381","215,175",5.8%
2,"青森
※3",396,"8,697",4.6%
3,"※3※4※5
岩手",341,"13,054",2.6%
4,"宮城
※3※5","1,801","23,979",7.5%
5,秋田,96,"3,955",2.4%
6,山形,330,"9,675",3.4%
7,"福島
※3",758,"50,811",1.5%
8,茨城,"2,168","18,305",11.8%
9,"栃木
※3※5","1,073","66,600",1.6%
10,"群馬
※3※5","1,973","49,001",4.0%
11,"埼玉
※4","11,985","292,587",4.1%
12,千葉,"9,324","207,373",4.5%
13,"東京
※1","52,382","915,116",5.7%
14,神奈川,"17,387","321,144",5.4%
15,"新潟
※3※5",448,"26,017",1.7%
16,"富山
※3※5",503,"20,475",2.5%
17,"石川
※3",974,"27,413",3.6%
18,"福井
※3",337,"17,946",1.9%
19,"山梨
※3",488,"14,349",3.4%
20,"長野
※3※5","1,053","42,266",2.5%
21,"岐阜
※5","1,783","57,821",3.1%
22,"静岡
※3※4","2,405","78,638",3.1%
23,"※3※4※5
愛知","14,219","171,494",8.3%
24,"三重
※3","1,161","26,913",4.3%
