,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,085","14,000",7.8%
2,"青森
※３",27,850,3.2%
3,"岩手
※３",0,662,0.0%
4,"宮城
※３",88,"2,944",3.0%
5,秋田,16,933,1.7%
6,"山形
※３",69,"2,659",2.6%
7,"福島
※３",81,"4,452",1.8%
8,茨城,168,"4,628",3.6%
9,"栃木
※３",65,"3,871",1.7%
10,"群馬
※３",149,"3,655",4.1%
11,埼玉,"1,003","20,735",4.8%
12,千葉,909,"14,688",6.2%
13,"東京
※１","5,236","15,005",34.9%
14,神奈川,"1,359","9,446",14.4%
15,"新潟
※３",83,"4,180",2.0%
16,富山,227,"3,144",7.2%
17,"石川
※３",298,"2,723",10.9%
18,"福井
※３",122,"2,631",4.6%
19,"山梨
※３",64,"3,877",1.7%
20,"⾧野
※３",76,"2,714",2.8%
21,岐阜,150,"3,610",4.2%
22,静岡,76,"3,521",2.2%
23,愛知,507,"9,970",5.1%
24,"三重
※３",45,"2,505",1.8%
