,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,590","71,450",3.6%
2,"青森
※3",138,"3,404",4.1%
3,"※3※4※5
岩手",26,"4,984",0.5%
4,"宮城
※3※5",538,"12,525",4.3%
5,秋田,61,"2,399",2.5%
6,山形,81,"5,608",1.4%
7,"福島
※3",374,"26,071",1.4%
8,茨城,731,"13,484",5.4%
9,"栃木
※3※5",473,"34,761",1.4%
10,"群馬
※3※5",806,"26,941",3.0%
11,"埼玉
※4","5,476","170,524",3.2%
12,千葉,"4,637","114,416",4.1%
13,"東京
※1","29,335","552,912",5.3%
14,神奈川,"8,100","182,851",4.4%
15,"新潟
※3※5",180,"17,092",1.1%
16,"富山
※3※5",422,"14,157",3.0%
17,"石川
※3",795,"15,695",5.1%
18,"福井
※3",256,"10,717",2.4%
19,"山梨
※3",199,"11,301",1.8%
20,"⾧野
※3※5",327,"21,561",1.5%
21,"岐阜
※5",651,"25,391",2.6%
22,"静岡
※3※4",583,"40,201",1.5%
23,"※3※4※5
愛知","5,713","91,443",6.2%
24,"三重
※3",551,"14,854",3.7%
