,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"3,055","81,092",3.8%
2,"青森
※3",227,"4,905",4.6%
3,"※3※4※5
岩手",27,"5,309",0.5%
4,"宮城
※3※5",700,"14,012",5.0%
5,秋田,63,"2,487",2.5%
6,山形,86,"6,112",1.4%
7,"福島
※3",388,"29,196",1.3%
8,茨城,768,"13,826",5.6%
9,"栃木
※3※5",489,"42,067",1.2%
10,"群馬
※3※5",900,"29,312",3.1%
11,"埼玉
※4","5,856","184,967",3.2%
12,千葉,"5,034","126,729",4.0%
13,"東京
※1","31,096","598,993",5.2%
14,神奈川,"8,711","199,811",4.4%
15,"新潟
※3※5",184,"17,765",1.0%
16,"富山
※3※5",423,"14,487",2.9%
17,"石川
※3",810,"17,272",4.7%
18,"福井
※3",257,"11,058",2.3%
19,"山梨
※3",212,"11,693",1.8%
20,"⾧野
※3※5",341,"23,025",1.5%
21,"岐阜
※5",686,"26,934",2.5%
22,"静岡
※3※4",636,"42,455",1.5%
23,"※3※4※5
愛知","6,130","98,303",6.2%
24,"三重
※3",565,"15,683",3.6%
