,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,892","50,527",3.7%
2,"青森
※３",35,"2,247",1.6%
3,"岩手
※３※６",23,"3,759",0.6%
4,"宮城
※３",331,"9,138",3.6%
5,秋田,51,"1,892",2.7%
6,山形,78,"5,011",1.6%
7,"福島
※３",217,"17,695",1.2%
8,茨城,618,"11,944",5.2%
9,"栃木
※３",369,"26,252",1.4%
10,"群馬
※３※６",591,"18,160",3.3%
11,埼玉,"4,349","128,883",3.4%
12,千葉,"3,483","70,565",4.9%
13,"東京
※１","23,437","397,811",5.9%
14,神奈川,"6,112","134,316",4.6%
15,"新潟
※６",153,"14,164",1.1%
16,"富山
※６",408,"11,180",3.6%
17,"石川
※３",736,"11,213",6.6%
18,"福井
※３",244,"9,320",2.6%
19,"山梨
※３",179,"10,186",1.8%
20,"長野
※３※６",299,"17,601",1.7%
21,"岐阜
※６",596,"20,648",2.9%
22,"静岡
※３、５",509,"30,701",1.7%
23,愛知,"4,941","64,981",7.6%
24,"三重
※３",464,"11,392",4.1%
