,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",468,"10,406",4.5%
2,京都,"1,607","35,638",4.5%
3,"大阪
※３※６","9,444","155,589",6.1%
4,"兵庫
※３,４,6","2,421","48,797",5.0%
5,"奈良
※６",544,"18,233",3.0%
6,和歌山,236,"8,875",2.7%
7,"鳥取
※３",22,"4,615",0.5%
8,"島根
※６",137,"5,172",2.6%
9,岡山,146,"7,511",1.9%
10,"広島
※３",464,"18,642",2.5%
11,山口,194,"7,913",2.5%
12,"徳島
※３",146,"6,549",2.2%
13,"香川
※６",87,"9,222",0.9%
14,愛媛,114,"3,921",2.9%
15,高知,137,"3,286",4.2%
16,福岡,"4,893","43,896",11.1%
17,"佐賀
※３",244,"5,470",4.5%
18,長崎,234,"16,260",1.4%
19,熊本,564,"12,740",4.4%
20,大分,158,"14,312",1.1%
21,宮崎,339,"8,279",4.1%
22,鹿児島,372,"17,075",2.2%
23,"沖縄
※３","2,269","31,139",7.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"73,694","1,519,398",4.9%
