,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,270",4.4%
2,京都,365,"9,722",3.8%
3,"大阪
※３","1,809","38,259",4.7%
4,"兵庫
※３、５",703,"14,176",5.0%
5,奈良,92,"3,760",2.4%
6,和歌山,64,"3,918",1.6%
7,鳥取,3,"1,461",0.2%
8,島根,24,"1,225",2.0%
9,岡山,26,"1,882",1.4%
10,"広島
※３",168,"7,683",2.2%
11,山口,37,"2,160",1.7%
12,"徳島
※３",5,851,0.6%
13,香川,28,"2,570",1.1%
14,愛媛,82,"2,578",3.2%
15,高知,74,"1,943",3.8%
16,"福岡
※３、４",841,"15,746",5.3%
17,"佐賀
※３",47,"1,603",2.9%
18,長崎,17,"3,152",0.5%
19,熊本,49,"4,203",1.2%
20,大分,60,"4,691",1.3%
21,宮崎,17,"1,536",1.1%
22,鹿児島,11,"2,494",0.4%
23,沖縄,142,"3,003",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,802","365,927",4.9%
