,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",152,"3,848",4.0%
2,京都,586,"14,909",3.9%
3,"大阪
※３※６","2,915","60,635",4.8%
4,"兵庫
※３,４,6",941,"21,956",4.3%
5,"奈良
※６",200,"7,978",2.5%
6,和歌山,116,"5,599",2.1%
7,"鳥取
※３",6,"2,283",0.3%
8,"島根
※６",28,"2,181",1.3%
9,岡山,59,"2,579",2.3%
10,"広島
※３",250,"10,572",2.4%
11,山口,47,"3,552",1.3%
12,"徳島
※３",12,"1,518",0.8%
13,"香川
※６",45,"4,213",1.1%
14,愛媛,84,"2,799",3.0%
15,高知,78,"2,179",3.6%
16,福岡,"1,292","21,128",6.1%
17,"佐賀
※３",66,"2,108",3.1%
18,⻑崎,47,"5,671",0.8%
19,熊本,58,"4,607",1.3%
20,大分,60,"6,001",1.0%
21,宮崎,36,"1,868",1.9%
22,鹿児島,203,"9,099",2.2%
23,"沖縄
※３",186,"6,226",3.0%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"28,851","602,720",4.8%
