,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,263","20,920",6.0%
2,"青森
※３",27,991,2.7%
3,"岩手
※３",0,981,0.0%
4,"宮城
※３",94,"3,826",2.5%
5,秋田,16,997,1.6%
6,山形,69,"2,544",2.7%
7,"福島
※３",82,"6,896",1.2%
8,茨城,174,"5,325",3.3%
9,"栃木
※３",79,"7,288",1.1%
10,"群馬
※３",153,"5,112",3.0%
11,埼玉,"1,146","35,516",3.2%
12,千葉,967,"18,355",5.3%
13,"東京
※１","6,292","84,548",7.4%
14,神奈川,"1,508","12,709",11.9%
15,"新潟
※３",84,"4,987",1.7%
16,富山,227,"3,962",5.7%
17,"石川
※３",300,"2,911",10.3%
18,"福井
※３",122,"3,445",3.5%
19,"山梨
※３",75,"5,711",1.3%
20,"⾧野
※３",77,"3,292",2.3%
21,岐阜,157,"5,265",3.0%
22,"静岡
※３、６",81,"7,675",1.1%
23,愛知,525,"12,859",4.1%
24,"三重
※３",46,"2,881",1.6%
