,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,024","11,648",8.8%
2,"青森
※３,４",27,810,3.3%
3,"岩手
※３",0,598,0.0%
4,"宮城
※３",88,"2,684",3.3%
5,秋田,16,920,1.7%
6,"山形
※３",69,"2,606",2.6%
7,"福島
※３",81,"3,682",2.2%
8,茨城,168,"4,469",3.8%
9,"栃木
※３",64,"3,336",1.9%
10,"群馬
※３",149,"3,396",4.4%
11,埼玉,998,"18,101",5.5%
12,千葉,904,"13,586",6.7%
13,"東京
※１","5,136","14,653",35.1%
14,神奈川,"1,322","8,780",15.1%
15,"新潟
※３",83,"3,994",2.1%
16,富山,227,"3,067",7.4%
17,"石川
※３",294,"2,579",11.4%
18,"福井
※３",122,"2,430",5.0%
19,"山梨
※３",60,"3,602",1.7%
20,"⾧野
※３",76,"2,552",3.0%
21,岐阜,150,"3,173",4.7%
22,静岡,74,"3,369",2.2%
23,愛知,506,"9,525",5.3%
24,"三重
※３",45,"2,422",1.9%
