,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,718",5.8%
2,京都,358,"7,493",4.8%
3,"大阪
※３","1,781","28,565",6.2%
4,兵庫,699,"10,688",6.5%
5,奈良,91,"2,754",3.3%
6,和歌山,63,"3,624",1.7%
7,鳥取,3,"1,301",0.2%
8,島根,24,"1,083",2.2%
9,岡山,25,"1,646",1.5%
10,"広島
※３",167,"6,696",2.5%
11,山口,37,"1,656",2.2%
12,"徳島
※３",5,708,0.7%
13,香川,28,"2,094",1.3%
14,愛媛,80,"1,912",4.2%
15,高知,74,"1,749",4.2%
16,福岡,662,"11,819",5.6%
17,"佐賀
※３",47,"1,377",3.4%
18,⾧崎,17,"2,655",0.6%
19,熊本,48,"3,851",1.2%
20,大分,60,"3,836",1.6%
21,宮崎,17,"1,339",1.3%
22,鹿児島,10,"1,685",0.6%
23,沖縄,142,"2,821",5.0%
24,"⾧崎船
※２
その他",149  -,,-
25,合計,"16,404","230,562",7.1%
