,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5","1,101","36,649",3.0%
2,京都,"4,455","90,765",4.9%
3,"大阪
※3※5","29,077","449,377",6.5%
4,"※3※4※5
兵庫","9,324","134,198",6.9%
5,"奈良
※5","1,912","47,698",4.0%
6,和歌山,598,"16,309",3.7%
7,"鳥取
※3※4",95,"23,602",0.4%
8,"島根
※5",205,"9,344",2.2%
9,"岡山
※4","1,285","31,723",4.1%
10,"広島
※3","3,010","73,605",4.1%
11,"山口
※4",537,"26,760",2.0%
12,"徳島
※3",195,"15,074",1.3%
13,"香川
※5",288,"23,368",1.2%
14,愛媛,431,"12,200",3.5%
15,高知,634,"5,782",11.0%
16,"※3※4※5
福岡","8,292","258,021",3.2%
17,"佐賀
※3",450,"14,638",3.1%
18,長崎,457,"38,000",1.2%
19,熊本,"1,739","34,504",5.0%
20,大分,639,"40,729",1.6%
21,宮崎,715,"12,454",5.7%
22,鹿児島,966,"37,656",2.6%
23,"沖縄
※3","5,220","87,774",5.9%
24,"長崎船
※2
その他",149,0,-
25,合計,"221,246","4,401,325",5.0%
